"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N","HasSafetyRec","ReportType","OriginalPublishDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","EventID","Latitude","Longitude","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","ReportStatus","RepGenFlag","DocketUrl","DocketPublishDate",
"CEN23LA056","ACC","106387","2022-11-29T20:10:00Z","Batesville","Arkansas","United States","","N988MC","FALSE","DirectorBrief","2024-04-10T04:00:00Z","Minor","0","0","2","The crew’s failure to execute a go-around during the unstable approach and long landing, which resulted in a runway excursion.","","35.726222","-91.647444","LEARJET INC","45","AIR","BVX","Batesville Regional Airport","FALSE","2","","BUS","091","Substantial","IMC","Creamer Pilot Services LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106387","4/10/2024 5:00:00 PM",
"ANC23LA014","ACC","106603","2022-11-27T05:00:00Z","Anchorage","Alaska","United States","","N5626U","FALSE","DirectorBrief","2023-03-30T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control of the airplane during landing.","","61.215814","-149.85578","PIPER","PA-28-140","AIR","MRI","Merrill Field Airport","FALSE","1","","INST","091","Substantial","VMC","FLY AROUND ALASKA LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106603","3/30/2023 5:00:00 PM",
"CEN23LA032","ACC","106271","2022-11-09T11:48:00Z","Englewood","Colorado","United States","","N771RG","FALSE","DirectorBrief","2023-03-15T04:00:00Z","None","0","0","0","An encounter with windshear during the initial climb after takeoff, which resulted in a loss of control. Contributing to the accident was the pilot’s improper decision to takeoff with a tailwind.","","39.571064","-104.84161","MULHOLLAND ROBERT A","VANS RV-7","AIR","APA","CENTENNIAL","TRUE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106271","2/15/2023 7:00:00 PM",
"ERA23LA159","ACC","106941","2022-10-27T15:09:00Z","Tuskegee","Alabama","United States","","N858AU","FALSE","DirectorBrief","2024-06-05T04:00:00Z","Minor","0","0","1","The flight instructor’s improper flare, which resulted in a hard landing and subsequent runway excursion.","","32.460472","-85.680028","TEXTRON AVIATION INC","172S","AIR","06A","Moton Field","FALSE","1","","INST","091","Substantial","VMC","AUBURN UNIVERSITY","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106941","6/5/2024 5:00:00 PM",
"CEN23LA017","ACC","106178","2022-10-23T17:05:00Z","Loveland","Colorado","United States","","N25HW","FALSE","DirectorBrief","2024-08-14T04:00:00Z","None","0","0","0","The pilot’s loss of control after encountering windshear while landing in a strong, gusting crosswind. Contributing was pilot’s decision to continue the landing with a 90-degree crosswind at 30 knots.","","40.451816","-105.01132","CIRRUS DESIGN CORP","SR22","AIR","FNL","Northern Colorado Regional","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106178","8/14/2024 5:00:00 PM",
"WPR23LA021","ACC","106168","2022-10-20T10:10:00Z","Georgetown","California","United States","","N55DC","FALSE","DirectorBrief","2024-05-02T04:00:00Z","None","0","0","0","The pilot’s failure to maintain control during an attempted go-around, which resulted in a runway excursion and a separation of the right main landing gear.","","38.921111","-120.8648","CESSNA","140","AIR","E36","Georgetown Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106168","5/2/2024 5:00:00 PM",
"CEN23LA286","ACC","192566","2022-10-12T12:55:00Z","Holland","Michigan","United States","","N704JT","FALSE","DirectorBrief","2023-10-05T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during the landing roll with gusty wind which exceeded the maximum crosswind of the airplane.","","42.742778","-86.107833","HONDA AIRCRAFT CO LLC","HA-420","AIR","BIV","West Michigan Regional","FALSE","2","NSCH","BUS","135","Substantial","VMC","Protocom Aviation","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192566","10/5/2023 5:00:00 PM",
"DCA23LA005","INC","106077","2022-10-05T18:59:00Z","Dayton","Ohio","United States","","N447AW","FALSE","DirectorBrief","2024-10-03T04:00:00Z","None","0","0","0","The airplane’s right turn, which developed during the landing rollout and persisted until the airplane came to rest, for reasons that could not be determined based on the available evidence. Contributing to the incident was the pilot’s reliance primarily on differential braking, rather than sufficient and sustained opposing rudder pedal, when attempting to arrest the turn.","","39.894956","-84.217464","BOMBARDIER INC","CL-600-2B19","AIR","DAY","JAMES M COX DAYTON INTL","FALSE","2","SCHD","","121","Minor","VMC","AIR WISCONSIN AIRLINES LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106077","10/3/2024 6:00:00 PM",
"ERA22LA414","ACC","105928","2022-09-09T11:32:00Z","Caldwell","New Jersey","United States","","N8925Y","FALSE","DirectorBrief","2024-05-16T04:00:00Z","None","0","0","0","The pilot’s acute cerebrovascular event, which caused symptoms that diminished his situational awareness and prompted him to abort the takeoff, resulting in a runway excursion.","","40.875225","-74.28135","PIPER","PA-39","AIR","CDW","ESSEX COUNTY","FALSE","2","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105928","5/16/2024 5:00:00 PM",
"ERA22LA400","ACC","105880","2022-09-01T19:00:00Z","Marysville","Ohio","United States","","N85748","FALSE","DirectorBrief","2022-09-23T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during landing.","","40.224663","-83.351469","AERONCA","7AC","AIR","MRT","UNION COUNTY","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105880","9/13/2022 7:00:00 PM",
"ERA22FA386","ACC","105806","2022-08-27T20:58:00Z","French Lick","Indiana","United States","","N8741A","FALSE","DirectorBrief","2024-03-20T04:00:00Z","Fatal","1","0","0","The pilot’s failure to make a stabilized approach, which resulted in a loss of directional control during landing.","","38.506111","-86.640833","BEECH","B35","AIR","FRH","FRENCH LICK MUNI","FALSE","1","","PERS","091","Destroyed","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105806","3/20/2024 5:00:00 PM",
"CEN22LA385","ACC","105735","2022-08-10T10:30:00Z","Sparta","Michigan","United States","","N55338","FALSE","DirectorBrief","2023-10-19T04:00:00Z","None","0","0","0","The pilot’s delayed decision to reject the takeoff, resulting in a runway excursion and impact with a fence.","","43.12951","-85.67947","PIPER","PA-28-140","AIR","8D4","Paul C Miller - Sparta","FALSE","1","NSCH","PERS","091","Substantial","VMC","West Michigan Flight Academy","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105735","10/19/2023 5:00:00 PM",
"CEN22LA389","ACC","105769","2022-08-10T09:30:00Z","Appleton","Minnesota","United States","","N73194","FALSE","DirectorBrief","2024-03-07T05:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during the takeoff roll with a quartering tailwind.","","45.227502","-96.004529","AIR TRACTOR","AT502","AIR","AQP","Appleton Municipal Airport","FALSE","1","","AAPL","137","Substantial","VMC","Schwenk Aircraft Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105769","3/7/2024 6:00:00 PM",
"ERA22LA336","ACC","105581","2022-07-17T20:20:00Z","East Haddam","Connecticut","United States","","N8680V","FALSE","DirectorBrief","2023-03-02T05:00:00Z","Minor","0","0","2","The pilot's failure to maintain directional control during the landing.","","41.445654","-72.455642","BELLANCA","7KCAB","AIR","42B","GOODSPEED","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105581","2/16/2023 8:00:00 PM",
"ERA22LA324","ACC","105529","2022-07-17T14:25:00Z","Lawrenceville","Georgia","United States","","N62405","FALSE","DirectorBrief","2023-05-04T04:00:00Z","None","0","0","0","The student pilot’s failure to maintain directional control while landing with a crosswind.","","33.978091","-83.96236","CESSNA","172P","AIR","LZU","GWINNETT COUNTY - BRISCOE FLD","FALSE","1","","INST","091","Substantial","VMC","FLIGHT SCHOOL OF GWINNETT INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105529","4/24/2023 7:00:00 PM",
"DCA22FA132","ACC","105298","2022-06-21T21:38:00Z","Miami","Florida","United States","","HI-1064","FALSE","DirectorBrief","2024-04-25T04:00:00Z","Minor","0","0","4","The structural failure of the left main landing gear downlock following ineffective shimmy dampening during the landing roll which caused the collapse of the left main landing gear, resulting in a runway excursion and post-flight fire.","","25.800361","-80.275687","MCDONNELL DOUGLAS","MD80","AIR","MIA","MIAMI INTL","FALSE","2","SCHD","","129","Substantial","VMC","Red Air, SA","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105298","7/31/2023 1:00:00 PM",
"ERA22LA263","ACC","105207","2022-06-06T17:20:00Z","Westminster","Maryland","United States","","N29501","FALSE","DirectorBrief","2022-12-15T05:00:00Z","Minor","0","0","2","The student pilot’s loss of control during a go-around and the delayed remedial action initiated by the flight instructor, which resulted in a runway excursion and collision with trees.","","39.467028","-77.017444","CESSNA","172","AIR","2W2","Clearview Airpark","FALSE","1","","INST","091","Substantial","VMC","CLEARVIEW FLYING CLUB INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105207","12/1/2022 8:00:00 PM",
"ERA22LA253","ACC","105166","2022-05-31T20:25:00Z","Simsbury","Connecticut","United States","","N2973K","FALSE","DirectorBrief","2022-11-01T04:00:00Z","None","0","0","0","The pilot’s delayed decision to abort the landing, which resulted in a runway overrun.","","41.912547","-72.778297","PIPER","PA28","AIR","4B9","Simsbury Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105166","10/14/2022 7:00:00 PM",
"ERA22LA247","ACC","105154","2022-05-29T11:15:00Z","Jacksonville","Florida","United States","","N8919S","FALSE","DirectorBrief","2023-11-07T05:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during a touch-and-go landing after applying power for takeoff, which resulted in a runway excursion and noseover.","","30.336333","-81.514444","CESSNA","150F","AIR","CRG","Jacksonville Executive Airport at Craig","FALSE","1","","PERS","091","Substantial","VMC","N8919S INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105154","11/7/2023 6:00:00 PM",
"CEN22LA213","ACC","105137","2022-05-22T18:30:00Z","Marion","Texas","United States","","N422DE","FALSE","DirectorBrief","2022-10-13T04:00:00Z","None","0","0","0","The pilot’s loss of control during landing.","","29.495632","-98.158879","BOEING","A75N1","AIR","1TE4","Zuehl","FALSE","1","NSCH","PERS","091","Substantial","VMC","Cibolo Creek Aviation LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105137","9/29/2022 4:00:00 AM",
"DCA22LA182","INC","105749","2022-05-11T14:19:00Z","Houston","Texas","United States","","N965SW","FALSE","DirectorBrief","2024-07-17T04:00:00Z","None","0","0","0","A lateral runway excursion during landing for reasons that could not be determined based on the available evidence.","","29.984435","-95.341442","MITSUBISHI","CL-600-2B19","AIR","IAH","George Bush Intercontinental/Houston Airport","FALSE","2","SCHD","","121","Minor","VMC","SKYWEST AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105749","7/17/2024 6:00:00 PM",
"CEN22LA195","ACC","105063","2022-05-05T22:10:00Z","Denver","Colorado","United States","","N36LC","FALSE","DirectorBrief","2023-11-08T05:00:00Z","None","0","0","0","The captain’s failure to ensure that the parking brake was correctly released before takeoff, which resulted in seized brakes during landing and a subsequent loss of directional control and runway excursion.","","39.565916","-104.84878","SWEARINGEN","SA226-T(B)","AIR","APA","Centennial Airport","FALSE","2","","POSI","091","Substantial","VMC","Cloud Peak Aviation","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105063","11/8/2023 6:00:00 PM",
"ERA22LA211","ACC","105018","2022-04-28T18:40:00Z","Wadsworth","Ohio","United States","","N46733","FALSE","DirectorBrief","2022-07-01T04:00:00Z","Serious","0","1","0","The pilot’s failure to maintain directional control while attempting to land in a crosswind.","","41.028185","-81.798147","CESSNA","152","AIR","15G","Weltzien Skypark Airport","FALSE","1","","INST","091","Substantial","VMC","SKY PARK INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105018","6/3/2022 4:00:00 AM",
"ERA22LA190","ACC","104951","2022-04-17T15:44:00Z","Caldwell","New Jersey","United States","","N225SC","FALSE","DirectorBrief","2022-09-08T04:00:00Z","None","0","0","0","The flight crew’s failure to attain a proper touchdown point during landing, which resulted in an overrun of the runway and collision with terrain.","","40.875225","-74.28135","TEXTRON AVIATION INC","525B","AIR","CDW","Essex County Airport","FALSE","2","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104951","8/17/2022 7:00:00 PM",
"CEN22FA168","ACC","104891","2022-04-05T13:31:00Z","Marlin","Texas","United States","","N858JA","FALSE","DirectorBrief","2022-10-13T04:00:00Z","Fatal","2","0","0","The pilot’s failure to maintain control of the airplane during landing for reasons that could not be determined based on available information.","","31.339384","-96.85044","CESSNA","TU206F","AIR","T15","Marlin Municipal Airport","FALSE","1","","AOBV","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104891","9/27/2022 7:00:00 PM",
"ERA22LA175","ACC","104874","2022-04-02T12:19:00Z","Morristown","New Jersey","United States","","N877W","FALSE","DirectorBrief","2024-05-02T04:00:00Z","Minor","0","0","4","The captain’s inadequate compensation for crosswind conditions, which resulted in a loss of directional control.","","40.799338","-74.414889","LEARJET INC","45","AIR","MMU","Morristown Municipal","FALSE","2","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104874","5/2/2024 5:00:00 PM",
"CEN22LA161","ACC","104863","2022-03-26T16:00:00Z","Benton","Arkansas","United States","","N7523Z","FALSE","DirectorBrief","2022-07-05T04:00:00Z","None","0","0","0","The pilot’s failure to maintain control of the airplane while landing.","","34.5878","-92.4841","PIPER","PA-25-235","AIR","KSUZ","Saline County","FALSE","1","NSCH","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104863","4/28/2022 4:00:00 PM",
"CEN22LA153","ACC","104834","2022-03-23T11:38:00Z","Olive Branch","Mississippi","United States","","N627PR","FALSE","DirectorBrief","2023-03-22T04:00:00Z","None","0","0","0","The airplane’s uncommanded hard right turn and loss of directional control during landing in crosswind conditions. Contributing to the accident were the dynamic instability of the nose landing gear and the crosswind conditions.","","34.97875","-89.7868","PIPER AIRCRAFT INC","PA-46-600TP","AIR","OLV","Olive Branch Airport","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104834","3/22/2023 5:00:00 PM",
"WPR22LA118","ACC","104739","2022-03-07T20:30:00Z","Bonners Ferry","Idaho","United States","","N6755B","FALSE","DirectorBrief","2022-07-05T04:00:00Z","None","0","0","0","The pilot’s improper landing flare, and bounced landing, which resulted in a ground loop and runway excursion.","","48.726447","-116.2946","PIPER","PA-22-150","AIR","65S","Boundary County Airport","FALSE","1","","PERS","091","Substantial","VMC","CROW AIR LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104739","4/20/2022 11:00:00 AM",
"CEN22LA130","ACC","104676","2022-02-21T13:33:00Z","Aspen","Colorado","United States","","N99AP","TRUE","DirectorBrief","2023-03-16T04:00:00Z","None","0","0","0","The flight crew’s decision to takeoff in tailwind conditions that were consistently above the airplane’s tailwind limitation, which resulted in a runway overrun following an aborted takeoff. Contributing was the flight crew’s use of the instantaneous wind report for the decision to attempt the takeoff.","","39.232582","-106.87346","RAYTHEON AIRCRAFT COMPANY","HAWKER 800XP","AIR","ASE","ASPEN-PITKIN COUNTY/SARDY FLD","FALSE","2","","BUS","091","Substantial","VMC","Nxt Jet, Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104676","3/16/2023 6:00:00 PM",
"WPR22LA102","ACC","104682","2022-02-20T17:30:00Z","Cheyenne","Wyoming","United States","","N121DD","FALSE","DirectorBrief","2022-06-22T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during the takeoff roll which resulted in an aborted takeoff and collision with terrain.","","41.155639","-104.81047","Darrell D. Dugger","Mustang II","AIR","CYS","CHEYENNE RGNL/JERRY OLSON FLD","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104682","4/19/2022 11:00:00 AM",
"CEN22LA103","ACC","104536","2022-01-18T13:00:00Z","Sturtevant","Wisconsin","United States","","N90129","FALSE","DirectorBrief","2023-06-08T04:00:00Z","Serious","0","1","0","The pilot’s loss of directional control during the takeoff for reasons that could not be determined based on the available evidence, which resulted in a runway excursion.","","42.703127","-87.958972","CESSNA","120","AIR","C89","SYLVANIA","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104536","6/8/2023 5:00:00 PM",
"ERA22LA079","ACC","104333","2021-11-29T16:47:00Z","Cornelia","Georgia","United States","","N172MA","FALSE","DirectorBrief","2023-10-05T04:00:00Z","Minor","0","0","3","The pilot’s failure to maintain directional control during the landing, which resulted in a runway excursion and collision with terrain.","","34.499852","-83.556665","PIPER","PA46","AIR","AJR","Habersham County Airport","FALSE","1","","PERS","091","Substantial","VMC","N172MA","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104333","10/5/2023 5:00:00 PM",
"ERA22LA077","ACC","104319","2021-11-23T20:40:00Z","Orlando","Florida","United States","","N81991","FALSE","DirectorBrief","2022-05-26T04:00:00Z","None","0","0","0","The pilot’s inadequate compensation for winds during the landing roll.","","28.7771","-81.23491","PIPER","PA-32-301","AIR","SFB","Sanford","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104319","5/6/2022 4:00:00 AM",
